Optimizador: SGD
Schedule: Exponential
Número de épocas: 50
Fecha y horario de guardado: 2025-05-18_22-18-15
El mínimo valor de la función pérdida (0.04984614625573158) se obtuvo  con batch size = 12, step size = 0.014764723840366744, optimAux = () y schAux = (438262.62895387464,).
114,0.03260004304435388,284911.74668245035,0.077219725
82,0.0007059613602921963,277614.71276445,0.11794257
127,0.06240820364736442,11904.684268099676,inf
12,0.014764723840366744,438262.62895387464,0.049846146
97,0.0006007685549160497,12675.686282498364,0.23929638
131,0.009748323894002013,19812.053098323733,0.08218132
81,0.003492402026193133,123265.22064888195,0.08000812
49,0.00287963833114738,91838.12979146505,0.0807733
198,0.0038959121068774995,53383.26075403627,0.088436365
193,0.0003032727627685923,213822.18803021582,0.21166846
31,0.013357564004315979,156577.6631550577,0.061056703
24,0.0038567251408910086,413277.18724789494,0.06757808
107,0.00624808682564307,201225.52091677772,0.077235
137,0.0012259431716972879,37659.89020004326,0.15323007
195,0.00018706141055950597,54112.897875064504,0.26411805
75,0.0026724165980564303,13885.756282664042,0.15469037
191,0.0009732418343571755,161184.24720177328,0.15075086
142,0.030888160494872776,194616.61524642844,0.06940716
90,0.010746428735290178,14284.475451259645,0.08407183
146,0.00012447985162032302,19077.712513252856,0.56870615
178,0.0013130360209373563,18573.787790176524,0.18269265
162,0.004731824365491508,165122.71720009303,0.082583316
187,0.021905779660903527,11223.539832495853,0.079878606
153,0.0004598381964564125,56648.81845998223,0.19790547
183,0.008687763008199763,14808.383288391044,0.087238535
69,0.015728906934913637,38107.5271828376,0.068603225
33,0.0375520733446034,196174.0029959939,0.05293109
82,0.0010333237958551295,216438.50748788644,0.09840723
111,0.00022722557767329164,40704.359621294985,0.23637122
18,0.006438096740290768,48216.706613174065,0.07722628
59,0.04529762498592519,18005.334787883727,0.06371037
130,0.00039102313325830375,449037.02462624316,0.1781439
41,0.00021179073254769511,14179.676877978816,0.45266715
129,0.00212775434184116,36295.634439935755,0.11548116
198,0.00015511279942399654,15825.65335760531,0.5627856
29,0.004886840892418389,363542.983604278,0.06863303
174,0.06476282458246232,129997.4908785817,0.057639714
175,0.00026957595396932376,34342.61812424483,0.24329479
89,0.05008029225004861,24192.493721124287,0.06056789
120,0.0009948762670501253,16723.03357126072,0.19872206
94,0.000143050830609595,48976.05780843335,0.25933772
113,0.00018574426475358687,377634.84708827507,0.2090718
3,0.02874422996851976,29980.130010145396,0.06562958
76,0.014243589311469866,21953.004306910036,0.07716632
53,0.020479969562287134,61206.93767137292,0.06456409
15,0.008357209162303003,63041.70489225435,0.06966042
43,0.00023296650756851573,60437.99877367982,0.2077434
7,0.005905102782617002,173272.5951079013,0.06538569
7,0.012179163053057456,47494.480765165674,0.069629155
113,0.017816385559057884,346033.7458051158,0.12667029
89,0.005279796116670018,10392.59578341465,0.1280443
46,0.00908534621040346,294047.49726346706,0.06733968
159,0.0010710971496666025,87242.99254065541,0.14305446
