Optimizador: ADAM
Schedule: Exponential
Número de épocas: 50
Fecha y horario de guardado: 2025-05-20_11-36-41
El mínimo valor de la función pérdida (0.013154839165508747) se obtuvo  con batch size = 195, step size = 0.03534757366121973, optimAux = (0.8999348009433792, 0.9265590741726595) y schAux = (49947.45605161048,).

Rangos de los hiperparámetros:
límite inferior,límite superior
2,200
-3.9999998,-0.99999994
0.85,0.99
0.9,0.9999
3.9999998,5.69897

Resultados:
batch size,step size,optimAux0,optimAux1,schAux0,loss
122,0.006643607699481858,0.8923263618904008,0.9525773139512889,105130.11217134687,0.02101334
139,0.0008922057203296184,0.9605933120315784,0.9766028183017051,49480.94876806961,0.040319886
8,0.0010160433879675787,0.9892789692103294,0.9049911204559873,86602.62684533621,0.04271482
163,0.003028284424446107,0.9208721575312383,0.9811768269765431,13458.191371972454,0.03268516
182,0.032755503808069596,0.9154512892198463,0.9943350644998278,403434.3426356098,0.029954262
14,0.06649260206781059,0.9358792807899268,0.9230917336808616,31907.254878039224,0.05594764
157,0.0010706478764756307,0.9059444943625383,0.9071788282142171,12775.076697032262,0.04911206
29,0.00047128265862751646,0.9703835126685749,0.9695149719281582,29899.80200224276,0.06213191
36,0.00028538695589212933,0.9563372427478963,0.9795961997110747,10815.519566563255,0.08463537
129,0.00018677140426533398,0.9141673679704003,0.9422082054327839,14632.735197478012,0.07740537
119,0.0029239896373718386,0.9082004019215394,0.9206266702366561,26987.15224526697,0.028087698
114,0.058292148731315815,0.8565630735790182,0.9523249147888424,88188.43816123223,0.03907322
135,0.012880877255195052,0.9029612957877374,0.9260505631798167,253242.91464215537,0.023383375
43,0.003784201011477739,0.9263678516136541,0.9204015488404578,21153.220388794565,0.033021774
75,0.011119093672125314,0.8965404384182682,0.9440871909802121,122362.97732258392,0.01829783
97,0.005975681015356358,0.9255385594266041,0.9978214241067735,20273.937251922984,0.028981172
65,0.028294405498767907,0.897048986456023,0.9502546276722509,118698.14008233264,0.016478255
185,0.0005220195520865566,0.9512667833460072,0.973173619178935,273886.9525624754,0.041148353
152,0.004437615076717864,0.8935070801316142,0.9115445417189595,192794.37785652568,0.021970704
2,0.0001702834489655519,0.9714927675788518,0.9790482319856045,22056.733213951356,0.13751252
5,0.020288598267458758,0.9537751714988576,0.9018475183640553,16890.61263375726,0.073376685
126,0.024964926301888287,0.9353592931599929,0.9649959718517759,459125.5385317332,0.022374159
117,0.0003836109566269335,0.9556925876528173,0.9491720164492293,70676.71516401948,0.046389937
121,0.0002374147154824769,0.9719845079111066,0.937059735552799,327589.230013867,0.048737485
28,0.003335527709597893,0.959223270026856,0.9217649179148455,12907.273749863001,0.044254683
26,0.07866769917806243,0.9198751735687021,0.9335060451454072,152487.66172127656,0.0763985
86,0.00021577467786450152,0.8539945670431043,0.919295043200791,19849.74610463476,0.071134105
189,0.0014409516507642856,0.956660937908011,0.9887052667553756,73553.25606475542,0.031966105
174,0.013815172196282914,0.9584019316369775,0.9624115832097428,81299.04294424571,0.022361642
101,0.00615599393591625,0.850814213394505,0.9065079881297101,125619.02477413819,0.024065493
62,0.003582471269853258,0.9631571951437151,0.9281262196973089,35341.73087779897,0.024929177
48,0.016725694461591015,0.9283125786474855,0.9819093527118521,220336.42868568268,0.019456975
144,0.0015845497443762418,0.8980268550060639,0.9052225280599305,17716.806825045758,0.03902121
51,0.0020520770509727913,0.972593637728151,0.9829860025381324,67322.67307437664,0.025593536
165,0.04442970649871694,0.8589348412269465,0.9171347410530154,15767.832986825817,0.014034636
96,0.0040277654184777715,0.8916319934893111,0.9691379675624465,15308.49324151029,0.033369113
10,0.009713172033867934,0.8661694422741382,0.9043860187517766,11494.416406859882,0.05262912
113,0.0133354683353573,0.9019766337795538,0.9109032732023962,68597.55721936864,0.01986323
55,0.0005297143902191036,0.8548788914239195,0.9564942303527629,211491.9888596828,0.036153063
118,0.00010002003505968345,0.9146127072467649,0.9713046310502131,169491.3220391031,0.0645471
22,0.03995660348872772,0.9822506854454404,0.9110637750544439,24069.795587461256,0.061538424
90,0.01605400756746682,0.929737806579361,0.9754123428119247,19707.37379451673,0.022294272
93,0.019484572530358287,0.9793893389628477,0.995911011987526,58247.0586754074,0.014353883
140,0.018500786279971104,0.8636836640232438,0.9922932117834142,149793.71644348282,0.021474166
134,0.0557190248924287,0.9409291582435342,0.9536791688670547,263889.1844022561,0.04269954
147,0.08720502808217984,0.9529944737019703,0.9933987935800742,45631.36745543945,0.031182673
141,0.02416184982134577,0.9501087095117567,0.9728707796941157,231046.9053332519,0.0185081
196,0.0001211755971476602,0.8953728073823977,0.9445600779716391,13995.735976334701,0.08439211
156,0.0018995272065643735,0.9651840192711784,0.9681296090990208,25857.815186244006,0.031685356
146,0.0007160407086984912,0.9370493058820328,0.9735255380186987,29093.034882517873,0.044077814
59,0.00212673819166246,0.9122329803944054,0.9579079245912794,120851.31015666865,0.025037037
66,0.0017989176833037035,0.8784869914512112,0.9079392442068385,44043.46730800457,0.032528207
143,0.00015650581051997626,0.869840275271917,0.978554638732078,36840.70157168599,0.06700886
181,0.0001632638895867746,0.9647932560481645,0.9935172439011991,27123.029161941875,0.069012694
63,0.00027711645140375383,0.9338487524970974,0.9763326492454621,14374.039085192948,0.07572893
49,0.003471446903458889,0.9044819796111573,0.9178031473574291,183347.24477049548,0.025142979
12,0.00034749466764566255,0.9241422438990777,0.9486491189440113,352040.96928220574,0.03720553
105,0.0016082626534579694,0.9438951940092872,0.9434675588039594,197661.22224857035,0.028105848
160,0.07763992488582873,0.9544241061566451,0.9379348772622491,164443.0498126009,0.065497756
41,0.005442168535077569,0.8777040015453027,0.99018839749181,416082.70022739144,0.016389588
142,0.00029783410336743,0.864878998020759,0.9981949027839409,24279.089951367463,0.0628402
167,0.001648234086233055,0.9866961262954765,0.9952694495528691,19365.900744726045,0.040264275
153,0.01203311664953047,0.9624230369810922,0.9290058472115004,77824.89115579479,0.025822448
58,0.00020070489611840345,0.9590700512074466,0.9881993519207888,46248.947061207684,0.06384183
137,0.00011698526328985315,0.8906019950711708,0.941715716523986,139066.2001376104,0.0637095
85,0.0002517559223693983,0.9798688926066815,0.9716925547532723,18161.055545132476,0.070398375
133,0.0005657440797775411,0.8556997700011802,0.974879839103463,30361.17763293653,0.04883761
195,0.021135740022182072,0.949936899276456,0.9034310829916467,50770.10386046986,0.01805835
176,0.004659196618994112,0.8788378497095164,0.9607994256184103,53160.04812311598,0.024182858
70,0.07373400938418312,0.8622324672144758,0.9699378202451766,31169.09051692663,0.026745096
45,0.017895007195578648,0.9424784272167743,0.9327268939987943,109654.3353970485,0.015374406
81,0.05230593237085851,0.922270575915543,0.9295139839113151,10037.681727540856,0.021922316
57,0.0008133840781048556,0.8748394217145364,0.9272938550373115,23160.992004865573,0.051190913
77,0.010608795781894527,0.8875600504430684,0.9839053693543547,137459.2941272766,0.026255602
18,0.0009797904598469933,0.9864411285456328,0.9827454748322675,12585.718061745758,0.06606409
194,0.009426810595731526,0.9524261510825234,0.9587246224375111,21830.40070753494,0.021904865
40,0.009057678374706548,0.8959652791592193,0.9642776079966355,61983.3059744648,0.02183039
145,0.0007815993766158454,0.9515751459204548,0.984854768299612,60504.9073776405,0.037159733
91,0.003070581710895815,0.9050174171986228,0.9274981659743042,54146.214981391524,0.02687365
108,0.0004792820480353623,0.899103353582481,0.9388341717078503,15474.091849748314,0.06287758
93,0.0022186914429947234,0.8941528434602045,0.9839365090515718,134604.9772554709,0.023852428
129,0.04111476071121756,0.9220032995630484,0.9598659501417158,157656.54596084091,0.032552227
67,0.0001489477530717331,0.8854787691470872,0.9917890868838392,278069.8827350399,0.05230414
47,0.06011549676107392,0.9247505274884249,0.9822143104603732,199638.5916716307,0.068108864
14,0.003959490128980504,0.8524629288428905,0.9103731640794883,491091.77864559874,0.018453583
54,0.00198945733687743,0.9619034046246684,0.9704901374630429,205572.32811410018,0.023426201
39,0.027853147588681917,0.8752735209440089,0.9948801446300772,63982.90948589212,0.019569013
108,0.00023021210208310663,0.9391022564295533,0.9872221990131014,32889.31751076132,0.06319164
160,0.0017426277935439398,0.9258302512630552,0.9080119305151123,52684.86773170116,0.028549932
101,0.008005317730405154,0.8680131217570246,0.9311531155431436,12291.372768423242,0.031168234
35,0.0003961972676279762,0.9287986645644944,0.9252208476907554,241395.9814442532,0.03769967
86,0.0001596201787785512,0.882063165769612,0.9398610876901876,15047.577397395351,0.082787715
4,0.0013771253227784553,0.8891440045384471,0.9362759116859697,435260.47776074003,0.028792026
24,0.00017898098691461025,0.9815058678916142,0.9862098329160969,42852.68804667455,0.07015608
131,0.00010777124949805542,0.9662902148975132,0.9010271762883811,11354.883984060718,0.09398404
36,0.0355829856076338,0.8671341028432924,0.9248737609927293,89606.85197203574,0.019899447
114,0.06530921393300733,0.941804020682977,0.9393407504993735,41137.3724259194,0.022959556
154,0.0004492126985728758,0.8826938419770792,0.9057163281517321,291412.6645697628,0.044337552
21,0.000433233189873274,0.9878395287224839,0.9127741483053191,30991.125327339796,0.062578686
112,0.026679819759910423,0.9006897540917511,0.9677685880552543,369774.9202646846,0.027870577
176,0.00022404713630587997,0.9177192048894878,0.98524866076666,444812.25887159724,0.05385985
98,0.0006854904714276467,0.9069679534366004,0.9196764812548688,402896.28383603535,0.035450984
150,0.00019684271159615372,0.9158582280923646,0.9655185592325322,346736.2014774054,0.05510959
74,0.00011471802001287831,0.9895923868437209,0.9412470787613919,33083.76334498876,0.07498832
20,0.0045395602966399285,0.8640801557956216,0.9928219436518919,56178.51885888072,0.028482782
171,0.001483877296200102,0.8616756270719056,0.9085771909341747,57373.940346060546,0.032171167
186,0.00025958778984675867,0.9436642830423879,0.9518402064970767,160667.55529506825,0.05263893
61,0.0024351695102366863,0.9478627039517897,0.9957691463535162,173451.10497154697,0.025106886
124,0.09577926708940761,0.922858714113683,0.947659114501445,162792.35882540725,0.060574945
52,0.08687000194698628,0.9332331267039226,0.9557779753093494,28256.879420873895,0.037183322
99,0.0009190406353290606,0.9823001006946872,0.9225362883923439,44829.5869086706,0.035001066
44,0.0007171374076043575,0.9674128462250989,0.9061916567991201,95743.1576991552,0.03761601
183,0.0001360928899784952,0.8506575793244555,0.922267020523258,11244.261629944049,0.08652469
162,0.046489115281582324,0.9842422643414985,0.9023832359340818,47846.230999101506,0.04200159
127,0.033325698308319475,0.9733712908963232,0.9306381882381792,16173.398514828548,0.018291656
188,0.0055085339649225285,0.9411794591877803,0.964497864894162,224729.00115825984,0.022495652
195,0.03534757366121973,0.8999348009433792,0.9265590741726595,49947.45605161048,0.013154839
131,0.00365712681323562,0.9574412374627999,0.977617674089311,25488.000878803516,0.027704075
155,0.04292188071556539,0.9710227385802547,0.9332965277296588,71724.22323592183,0.020230804
73,0.013981761481434712,0.9366700549031551,0.9162825162152372,470376.9792456971,0.023328077
110,0.0007500298912634764,0.9128246344230647,0.9133786089120594,319532.192156203,0.03320598
47,0.07027978087144326,0.9783336148561396,0.9156262111189408,178966.75989268444,0.3809862
25,0.001136933598868822,0.8608789036128768,0.991027320076442,141670.3283287168,0.029992567
30,0.003191071784966442,0.8713743566509761,0.9554398245419167,111360.48274953532,0.023808073
109,0.010579369816417385,0.8693239725815411,0.9740419901567092,246811.8673166053,0.029062312
79,0.0003313757501825769,0.9802812176873597,0.9236676771854426,72351.35695199082,0.047522936
200,0.00040832822441616,0.8762486881075281,0.9539630376788163,10653.030730163808,0.06672217
42,0.0012069384311511981,0.8805680422611157,0.9634554826589213,101977.42353453489,0.029533643
132,0.0013321962385071935,0.9638776538118295,0.9906548599223575,337439.1921040874,0.028238699
192,0.0012852029907896656,0.9779504133971608,0.9455926412574408,25010.60863614845,0.03781114
115,0.015111049297808698,0.9691081868783863,0.9876142706740368,80537.39054338403,0.017014215
32,0.0025219496921574393,0.8592382105025199,0.9346494361300057,22577.58925861777,0.047010057
22,0.020734887167513195,0.9454689507526798,0.9547494002147886,11861.260024989133,0.030082313
