Optimizador: SGD
Schedule: Exponential
Número de épocas: 50
Fecha y horario de guardado: 2025-05-18_21-12-43
El mínimo valor de la función pérdida (0.046261198818683624) se obtuvo  con batch size = 9, step size = 0.027154942223047013, optimAux = () y schAux = (309313.42736187205,).
70,0.00021932041014076305,10180.34634641098,0.5769253
50,0.0018740707099018311,242324.11578403923,0.08071923
160,0.007371921954775795,96347.08960865487,0.08006151
113,0.0011054288249237256,363412.723761598,0.10503791
107,0.0002934961585412321,18527.089042960262,0.27374825
114,0.0003977435523307344,51285.3176429186,0.20005232
44,0.00035471054554553263,63656.88936037984,0.18521829
54,0.004882807595175706,54312.82725954985,0.07958658
4,0.0006136929193769021,11387.941463396033,0.24525075
102,0.00015195591877832255,10732.462718458028,0.6915308
133,0.00014491071845790804,24235.077148245477,0.41469
134,0.0028043754305254022,77906.58695896392,0.087183185
177,0.003389798152476553,35361.46482230299,0.09713284
97,0.0008573694843609455,192385.10156353752,0.1189556
173,0.005544872702377417,15815.237095609205,0.10047933
59,0.0014548367612584566,23392.574135781113,0.16016428
170,0.00027997328630760884,207220.0706045031,0.20994328
37,0.00034612724694985537,138281.28016183918,0.15057102
33,0.0007159743369269512,48794.06187271272,0.15876216
57,0.00018390785943496715,351506.3519114962,0.18168971
117,0.00023358079014125708,162742.32144300555,0.20578039
30,0.00010600842448903724,70490.39396782458,0.24156936
178,0.0009105844138630359,116040.88282732651,0.15491718
88,0.07570047488715342,191469.76434342298,inf
118,0.005807198410970404,20947.313257188092,0.088177785
188,0.012553799801782185,158600.53781192045,0.07617577
25,0.00024730517906533707,71127.45251061382,0.19579582
169,0.017426975800899705,57673.14199072528,0.0698512
7,0.019734229592017087,25405.529082922007,0.07150207
137,0.07593171337957895,89167.83118579471,inf
144,0.0002657415416612242,68504.7622073877,0.2191963
106,0.006670284267096725,122916.16359044748,0.077519655
34,0.008500711892658965,30069.10939953526,0.07942919
199,0.006970753025724768,46622.108124291786,0.08201052
81,0.00016073898852935533,375356.1146387875,0.20220436
100,0.00022744077569264188,13281.979464556245,0.4505183
99,0.03840528494732453,52217.2819785293,0.061445855
42,0.00012368783941911482,32625.00270705517,0.3412052
164,0.06541315979804581,33832.67959530615,inf
92,0.0003781242205269383,98780.10513397791,0.18141992
69,0.048621878117545494,142026.89637508377,0.053934492
151,0.0026467442733260874,19194.077910884407,0.13670227
26,0.04410112850137336,55766.72392657569,0.053606566
136,0.0002616647847250297,13819.695248506323,0.3813841
21,0.001509094775845153,39860.86096465318,0.12164056
165,0.00020777530258338193,465090.30834897165,0.22033474
25,0.0019204709702745518,23797.75369430562,0.14095396
196,0.00011504838611857272,257321.41114935576,0.2952936
152,0.00010294463968038906,41829.26974387026,0.4207552
75,0.016764934469260678,97363.5967151489,0.07361318
185,0.0004561762589578165,114190.71144590009,0.19455354
65,0.011345231241352503,484216.22709716245,0.069338694
115,0.00064788553761992,173670.26179822205,0.1490085
