Optimizador: SGD
Schedule: Power
Número de épocas: 50
Fecha y horario de guardado: 2025-05-19_12-36-52
El mínimo valor de la función pérdida (0.029474059119820595) se obtuvo  con batch size = 4, step size = 0.05044060967708378, optimAux = () y schAux = (1581279.0888978692, 0.6216155525903367).

Rangos de los hiperparámetros:
límite inferior,límite superior
1,10
-1.3010299,-0.30102998
1500000.0,3000000.0
0.6,0.75

Resultados:
batch size,step size,schAux0,schAux1,loss
2,0.25143384513510947,1683910.3180374457,0.6225618055130262,inf
2,0.2539098713718771,2688119.3415553914,0.7140528546816001,inf
2,0.4198829649796862,2944168.045630522,0.7175929146313765,inf
6,0.06788375990672209,1987386.506031522,0.7027019077957245,inf
8,0.08745849447564602,2606697.836603425,0.686663137632199,inf
8,0.397198609715235,1818007.0632519298,0.6331833826126281,inf
8,0.19698291178161792,2088449.010072688,0.6301670582496801,inf
9,0.3721055502515389,2505272.367720363,0.7244031029693194,inf
7,0.32372878026990665,1527212.872289474,0.6079513630334081,inf
8,0.20011255204358164,1826980.2999359893,0.7137751273134361,inf
5,0.19299996653138876,1868926.9072695617,0.7192471330823746,inf
5,0.21133926619993965,2678644.5941452477,0.6416811235603883,inf
2,0.24490860968887418,1794530.6869614476,0.6830766036646779,inf
7,0.3883227388064334,2151342.3555927724,0.6931654967984568,inf
9,0.446438897561355,2221029.6008660076,0.623443315290911,inf
6,0.2426345955147449,1728125.7687258704,0.6577172346792297,inf
8,0.10454161440444502,2216403.7602347317,0.7324955663292274,inf
2,0.20217538574554353,1502365.6924419063,0.7091385730247484,inf
4,0.4237973841719374,2112667.0164023144,0.6717773714149704,inf
4,0.061760975565651105,1969708.267934245,0.6107218180379471,inf
4,0.071868025351896,1777122.1340928855,0.6750047159280113,inf
6,0.2756801736246243,2801072.981554422,0.6219268751859202,inf
6,0.21020118716408145,2860715.7631709487,0.6956616924622794,inf
8,0.13219340075662261,1941686.5756254268,0.6307634987425474,inf
9,0.3675466736482278,2696108.6829647925,0.7008763053729123,inf
5,0.13672271240272657,2838900.4972014353,0.6763412249152776,inf
9,0.2809233341237703,2759395.3180435267,0.6267959856262935,inf
10,0.14308511907124047,1884420.3285115734,0.6548497538639712,inf
4,0.05640155024196335,2311610.484894421,0.6926046607169244,inf
7,0.09223728640866755,1508984.8799266252,0.620063030062217,inf
3,0.15889495002779006,1789179.938878463,0.7215251214573613,inf
7,0.20735688899532106,2919331.2852429664,0.6523107491932615,inf
6,0.12027250576031263,1784530.3588232337,0.679529293060769,inf
4,0.28200178985843916,2144983.590066373,0.7013857390415827,inf
6,0.08415021996760107,2438293.2349108565,0.7303465590701489,inf
9,0.08078075093460907,2303993.2467154255,0.7424353430413912,inf
9,0.050610457474524764,2320157.7810285445,0.6855425525279532,0.040222432
6,0.07387856994675823,2426020.7032014537,0.6907589920874584,inf
4,0.09874282047991495,1604329.171196086,0.65984954849502,inf
1,0.15267315986501198,2292991.3502128585,0.7497331031057254,inf
7,0.42900784800294234,2543496.807186764,0.7061543832532962,inf
7,0.4688307079674739,2194114.805466846,0.6154223621752118,inf
5,0.15577348425977094,1717638.998981421,0.6877285830540982,inf
8,0.22843312279403402,1540799.2088168154,0.6438971383768489,inf
2,0.3455499353790295,1800456.3273572903,0.697461594655758,inf
6,0.0770915017597962,2873564.3862153343,0.6531461907578175,inf
5,0.3600023217872225,2096927.4730359805,0.6728533288259498,inf
4,0.2293520804336341,2744065.1487888913,0.7106437981803162,inf
1,0.38395122615476124,1657279.655207915,0.7315469299470254,inf
5,0.34900178345423066,2409505.3787636785,0.602910267042777,inf
8,0.0614201249691821,1920073.6133124623,0.7287913606085769,0.03564264
3,0.2983178577790353,1642723.9804010356,0.7041103405446034,inf
3,0.4782398119853,2351266.2721034316,0.6066462429453836,inf
5,0.08915775105826955,2496914.524565183,0.6161730476093833,inf
3,0.23471321623762306,2646899.661629689,0.6785337841609129,inf
7,0.1747485548143156,2381044.33316072,0.6656210496201773,inf
2,0.06058773671570563,2162851.0596403833,0.7251803118942002,inf
7,0.11373382412158765,2676346.7491251905,0.6877993183489551,inf
4,0.11782840885695327,2432969.6531509073,0.7097870424466437,inf
9,0.4917347555820256,2333848.9496709174,0.650078793179932,inf
4,0.36348525785566654,2965567.0819330327,0.6015484460385306,inf
8,0.13531820345076914,1749796.3610981298,0.748901547117899,inf
4,0.11639538294943419,2768309.1873576893,0.6467102652362267,inf
4,0.05369631014057078,2000515.7792167417,0.6443442902873139,inf
2,0.1277683278263002,1944182.959613015,0.6088269185779962,inf
7,0.31164979120222536,1740871.0552217525,0.6688367047555165,inf
6,0.12241315527788535,2104457.841598023,0.6317190641776737,inf
5,0.24985735482085902,2899749.241747237,0.6791805672968652,inf
7,0.1308002786234609,1667607.251174411,0.6188603451199022,inf
7,0.10311285114434898,2956067.3959363042,0.6693547121334364,inf
2,0.1075687298468742,2273492.6402924666,0.6099604007518485,inf
8,0.07862356119829632,2360331.6382996393,0.7309985273169777,inf
5,0.11138701696153719,2260729.408825416,0.7046966469772591,inf
3,0.0974067549118774,1521045.6251325929,0.6135051138813754,inf
9,0.37863659875190137,1767836.141105543,0.6633677967373607,inf
9,0.13849570739870581,2729033.6811982985,0.6425345127135065,inf
1,0.14845606083164725,2765759.5650656517,0.6893023323775875,inf
2,0.33082910206784727,1663442.0342208701,0.7290163335458115,inf
8,0.09358308324349908,2519377.132834824,0.6133113042174058,inf
2,0.3186091867690258,2483198.7662492385,0.7127703914272466,inf
3,0.05897358942932128,2389563.803183877,0.639955104449474,inf
1,0.4416011791487331,2026646.4633766278,0.6052069622928177,inf
4,0.10583595248208037,2817732.1723523764,0.6584780307836116,inf
5,0.08493100565745966,2551250.5397544974,0.7327577389251414,inf
9,0.06668591177538889,1845172.7042195415,0.7453673623598583,inf
9,0.08228559804944123,2300814.12765271,0.740452952115256,inf
1,0.06448581150404112,2808788.419971692,0.6256356199384098,inf
4,0.2604556280057038,1640825.3031964577,0.6905182196989927,inf
9,0.177695772554172,2659015.9405166856,0.6765157998439957,inf
1,0.4966222325124426,1879790.6050608302,0.6981200930809748,inf
8,0.18744401342475706,2625053.2028917666,0.6676074159476242,inf
3,0.05858638564769164,2080611.1796490285,0.715108088992244,inf
7,0.2715773937316891,2580511.469425886,0.7378418180661039,inf
5,0.11528349932418788,2747752.0081311427,0.6039835508672815,inf
1,0.3126570939208423,2706583.8766677296,0.6629192476112301,inf
3,0.07924713574106768,2622113.7359856553,0.6804941852341813,inf
7,0.05267777694273667,2893249.603949805,0.6346945187677453,0.03536242
6,0.14561754591568077,2593706.9260886777,0.7263775457448808,inf
8,0.07081361422121721,2068967.2121123767,0.6611763241418137,inf
9,0.4527968870143622,2709601.906584247,0.6818411490357951,inf
3,0.34014822907689574,2019850.6174439713,0.6618083885704712,inf
10,0.08590824392224702,2828878.387300061,0.6328964542130858,inf
6,0.472934388799243,1587818.4384353394,0.6093222588266884,inf
5,0.09458720626972546,1898333.399517302,0.7085754308541163,inf
8,0.33499119678350364,1705891.1022558948,0.736421302178468,inf
7,0.15361285801555502,1961280.3934370996,0.7002484342883205,inf
7,0.06387605485754166,1712315.3271712821,0.707109341119004,inf
6,0.08355003857232988,2062155.2580398023,0.7433877043300468,inf
3,0.18334689732258702,1919517.9962069714,0.6737124405249526,inf
2,0.0904779955706705,1737016.613898972,0.6242190445131166,inf
6,0.3965065042791457,1549571.7705335778,0.715898771924855,inf
9,0.10826329188926058,1694044.7904060679,0.7207425266232452,inf
10,0.07472487214739948,2856594.4080888173,0.7033200964408532,inf
6,0.07290291007239352,2344755.6565341474,0.7429291879174701,inf
9,0.1685550414232732,2639103.895027549,0.7352469752949198,inf
5,0.05556247486641602,1631687.5887126054,0.7073060414180817,inf
9,0.2189525873300611,2366795.8270591395,0.6711284517796293,inf
5,0.18120456862447315,2419142.745052589,0.7231662954392295,inf
5,0.24149471532123395,2405858.852884024,0.6362924487311863,inf
5,0.28720843373212823,2718930.844276909,0.6294986981210663,inf
7,0.2676371394277174,2731404.5671154587,0.7114645935209418,inf
2,0.4560270590594509,2524395.2285692366,0.6289590851979192,inf
3,0.057744953446563274,2500491.871736456,0.6394962787732172,inf
8,0.17295669860611562,2396313.328419129,0.6206727387101321,inf
9,0.16045591994043068,1761665.8368905885,0.7381386904341297,inf
3,0.10200707405250288,1567523.2239616467,0.6144074656300175,inf
8,0.17558303356714725,2459801.027051174,0.645495043839471,inf
2,0.3513998580103629,2664551.1408626856,0.6123952776892133,inf
4,0.08124141095857527,2541841.678639096,0.7226789220480233,inf
7,0.14049776296994987,2125150.89601577,0.6073596593291664,inf
6,0.09829029172701255,2043256.3304399198,0.6983621997816796,inf
3,0.2625551011979086,1672757.8753076955,0.6670891339818417,inf
10,0.06597444113138025,2570284.2872075504,0.6606359366497639,inf
10,0.12681442110985083,2648679.9037853116,0.6997155055569065,inf
10,0.18418792645497195,2975949.157067612,0.7394722604898633,inf
5,0.30306479057280555,2181682.0133519857,0.6481347709936753,inf
2,0.11309358224845183,1862316.5521423563,0.7183168728358037,inf
2,0.17120072800749608,2576737.0391978156,0.7471822920046806,inf
8,0.2256251464623636,1956140.7481599743,0.7477545080354525,inf
7,0.05677812025145916,2282565.579940688,0.6962611773105666,0.034019187
7,0.16220681814806276,2787953.3437821856,0.6054766837343459,inf
3,0.3542571639702194,2821314.348517591,0.6118495194658572,inf
2,0.08886571028513335,2777337.860980911,0.6478527717745363,inf
3,0.13331548361251686,1976691.4003865826,0.6720712493881337,inf
8,0.15715613759091898,2203071.6621700963,0.6916361118372523,inf
8,0.3292056355950167,1626308.8659093357,0.6512066958481395,inf
6,0.06288889128870752,2238607.444115946,0.6464161576026002,0.031159136
5,0.29476117393086143,2246769.5224488936,0.6508665311935687,inf
1,0.1658610099847845,2599826.43693465,0.6358651904827854,inf
10,0.06009000837045248,1536703.405209174,0.6007666238506819,inf
2,0.291003371709311,2792819.658895256,0.6428327759815264,inf
4,0.4096312093037769,2462344.0462948503,0.634483961789917,inf
5,0.1956849988378524,2477623.2052084496,0.6388397137181967,inf
4,0.2588211354951291,2532147.4566638116,0.7410749756231739,inf
9,0.07547762985763289,2563063.2925588824,0.6409106784029125,inf
2,0.23260307354546964,2169541.5758360447,0.6171441518004688,inf
6,0.3227012887094949,2229235.6187747833,0.7338473525136298,inf
3,0.1469065133512167,1994068.214694186,0.6541466392773452,inf
9,0.055030380553762505,2988845.3950054017,0.7209946879663454,0.036878884
2,0.1494686509212608,2004657.2156226845,0.7168779092634424,inf
5,0.4026218427673063,2268700.800112129,0.6006891380712124,inf
8,0.16541543051113333,1839972.1437838227,0.7443828087432417,inf
7,0.48788521792064216,2017259.2869965013,0.7195592573852266,inf
10,0.18973966872636983,1830121.1835353947,0.6886320268401304,inf
7,0.12402141860353835,2882038.9820882464,0.6538340604103786,inf
