Optimizador: SGD
Schedule: Exponential
Número de épocas: 50
Fecha y horario de guardado: 2025-05-18_19-48-47
El mínimo valor de la función pérdida (0.03669681027531624) se obtuvo  con batch size = 13, step size = 0.04975603347190395, optimAux = () y schAux = (313084.5602862899,).
146,0.00043366834078653913,442097.2097992077,0.17841026
70,0.000566146956134163,353810.2006995564,0.12127493
179,0.06519642634848137,481389.714828416,inf
197,0.003990643360623041,411955.345488703,0.08391868
114,0.04411701903596873,483544.2368897427,0.086309016
78,0.0024655822200484144,149986.0726658774,0.08233363
150,0.02688660124279764,253352.57137359979,0.0657286
54,0.0006168719402627878,108466.30354871889,0.13137549
195,0.0010826917785103452,231391.25762483335,0.14221814
48,0.06741928465546397,373811.36748109007,inf
44,0.006100763445112053,50649.069386422576,0.077514574
179,0.00013025863627692076,358745.111708892,0.25832468
72,0.00013522688078837828,247655.9070854654,0.209469
141,0.020710235218328193,189721.9331508545,0.076937206
18,0.006461215334895382,112171.73894148033,0.06705485
32,0.001301320585653521,302090.02222012304,0.0805367
105,0.003084513198830808,265573.5893021739,0.08385384
159,0.00010925259422536873,367220.3647760574,0.266093
189,0.002965508400326345,211537.16177099725,0.088064544
20,0.0018897739238776868,352481.16233585245,0.07198344
93,0.00014495617472090242,322081.14213621285,0.21398252
169,0.0015073004897166815,410872.6078137611,0.1076928
100,0.002383252540769786,178226.0052263087,0.08360631
52,0.0009641131554054185,337847.7509975542,0.08677815
152,0.008265827464029225,308155.8534030713,0.07426889
119,0.025242701822217925,62125.78506152057,0.06709502
158,0.0008161925884122687,473723.5118301277,0.14454491
84,0.0033254362235718205,472707.12494693365,0.078417145
172,0.02885979517018303,451393.2558237517,0.06700694
14,0.002241167006736887,173584.71524216176,0.07435086
96,0.00028035283610915017,11713.54269341095,0.41591993
63,0.00025947799728714185,431159.8771317285,0.16524237
40,0.032586254114460325,384134.0677366341,0.06427702
11,0.0034878407284795287,71207.35295525257,0.07972962
9,0.0020881591771341615,101443.44898112812,0.08111849
41,0.01184518564890659,458474.6897756385,0.063246034
81,0.0007270146726391975,370902.4548366586,0.11229285
185,0.0056770272439828325,380092.5601788256,0.08507481
34,0.0002492286099222571,293909.3837584433,0.14459084
61,0.00028274758585852177,288221.90801283094,0.1631357
116,0.046842684019600574,92787.62092230319,0.05804289
11,0.0005083076570746904,464676.7188990102,0.08194731
26,0.0036097329975530446,396908.50554079283,0.0686516
69,0.000139005509495282,136345.35416716427,0.21564054
129,0.001034534185567802,51767.84839410096,0.15071592
22,0.0006444507435077858,170640.63844499027,0.09312114
90,0.034041090944994724,38090.439108166494,0.062451668
196,0.037282841649669364,107578.19125162947,0.065820694
65,0.0003274480403460393,289459.8146421301,0.15707159
27,0.0998219918877495,400005.57505097723,inf
47,0.0001543257262931562,242347.3980252782,0.18846427
192,0.051588256731100145,166678.10279044794,0.061028015
131,0.019604237292169098,344138.53539019864,0.078776196
