Optimizador: SGD
Schedule: Power
Número de épocas: 50
Fecha y horario de guardado: 2025-05-19_13-49-25
El mínimo valor de la función pérdida (0.026519278064370155) se obtuvo  con batch size = 3, step size = 0.04231964644857069, optimAux = () y schAux = (2145956.2551754923, 0.6127414873314709).

Rangos de los hiperparámetros:
límite inferior,límite superior
1,10
-1.3979399,-0.99999994
30000.0,3000000.0
0.6,1

Resultados:
batch size,step size,schAux0,schAux1,loss
8,0.04551246886431946,2436054.6579638114,0.6359176926057656,0.034336854
2,0.048819440419377066,2593367.2885928364,0.6095790685677019,inf
2,0.09780397074403145,1832112.7284735893,0.7569308753179473,inf
4,0.04972708608498326,1493100.4009068077,0.9102485749107776,0.029904341
9,0.09500599043271661,2622023.873299988,0.6917444481944938,inf
9,0.04951167104540735,1529380.9510119532,0.8328111408048446,0.038867354
6,0.042867068379724704,901612.0902878362,0.7747382241270689,0.048511274
5,0.0952686422405867,372665.19582012,0.9025281475232207,inf
7,0.04742261514437465,2889391.375288514,0.9018980873153112,0.04079492
3,0.06714862107941688,217983.10664020726,0.8191231660756455,inf
3,0.08970284688089919,696009.3909097841,0.869447685310792,inf
4,0.06762800954247246,610558.7660735098,0.7175464693926553,inf
6,0.055323513304880174,2127830.1759153376,0.8968145751262884,0.030778006
9,0.04113165135594779,471011.3848087897,0.6149771759442478,0.042610724
4,0.051254779991568473,1969911.2808928238,0.9072032277236737,0.03878501
5,0.04083413167526775,184954.4249962454,0.8541080059311623,0.040520985
8,0.07129484562542836,2079058.2291492193,0.7465074210618935,inf
2,0.09769179984899112,2411730.913259326,0.6266492582736585,inf
10,0.08427820769463433,1089804.5174855015,0.8379916650035127,inf
2,0.08607131018604541,562302.1814658066,0.76755620534592,inf
8,0.05844908965738399,114552.0170588464,0.7267782624512832,0.032262646
8,0.09059653848438116,133031.70343020867,0.6167486343208828,inf
9,0.08264768646450986,764955.8896541209,0.8897150041689506,inf
10,0.04605058467962112,34270.069802534555,0.61858624122568,0.03831682
2,0.05909446364343132,833289.116515481,0.9883436568806597,inf
5,0.0653337188829944,1665821.6215379753,0.8409883532062639,inf
5,0.07965331138186908,1879080.4712300624,0.6759361851235581,inf
3,0.04097748672170099,224541.49246794885,0.7320053150205326,0.03542484
9,0.09618822732281923,2939628.012640388,0.908451149072383,inf
9,0.04061126791669058,1739625.8238674048,0.8470629594830756,0.045018014
10,0.08195653823545669,2034236.740704626,0.9774192115345469,inf
6,0.0473230192799238,2315529.3145544203,0.9610465534401222,0.041885015
6,0.09695932608464246,2481628.805998106,0.758545504433125,inf
3,0.052874983013926444,2870837.287858071,0.6835613821284676,0.029431872
10,0.06302227039845158,2185031.18577518,0.809920225480384,inf
3,0.08354808523149783,2090229.550316611,0.6762572709509527,inf
10,0.08451699020205418,1601715.2035614725,0.7118027704657162,inf
6,0.09934190963198566,2957092.9136110106,0.8350216501098505,inf
6,0.0759132991556279,2379732.8119049263,0.7258280186754686,inf
5,0.09159234629526376,1112809.3072702587,0.9540459774654918,inf
8,0.041621034399140285,2013213.7386894592,0.8160541138549626,0.042622685
8,0.08110852872224232,1305085.7009629423,0.8153893141329501,inf
