Optimizador: ADAM
Schedule: Fix
Número de épocas: 50
Fecha y horario de guardado: 2025-05-20_10-57-28
El mínimo valor de la función pérdida (0.017451787367463112) se obtuvo  con batch size = 38, step size = 0.007069293601470731, optimAux = (0.8721262425650733, 0.9759152297356839) y schAux = ().

Rangos de los hiperparámetros:
límite inferior,límite superior
2,200
-3.9999998,-0.99999994
0.85,0.99
0.9,0.9999

Resultados:
batch size,step size,optimAux0,optimAux1,loss
153,0.00022274484323714367,0.8575786471773255,0.9673208918510962,0.051098138
149,0.0022567852405040436,0.940856322668353,0.9845162223044871,0.027660638
124,0.00243118317919614,0.8966330977223734,0.9986885812217472,0.025684712
18,0.0004956976626150216,0.9501019082857487,0.9370387564880478,0.026262945
80,0.0005963349742450416,0.898427446662145,0.934378253130378,0.031931233
103,0.07196276808932435,0.8936076348870072,0.9231756770124139,0.10764357
135,0.0001883580332039995,0.9445503407536974,0.984322694273406,0.05258648
112,0.011063311351591356,0.9333120655408921,0.9069330238616329,0.026078569
48,0.00047900509888342826,0.9381258441226887,0.9295262085975835,0.031352572
177,0.00015402049785588346,0.8840229988997397,0.9829014686729182,0.06107061
180,0.008895289749502577,0.9209127540973718,0.9684513425375203,0.02284686
24,0.06991940746766222,0.9199576814754128,0.9666594441149176,0.15684839
105,0.00010593075108009776,0.9550941990202921,0.9495831628138167,0.06099484
55,0.0039143504788035815,0.8551016937358061,0.9583530047817242,0.026123367
28,0.0017841343531745722,0.9157284682196616,0.9439218521245346,0.023145733
101,0.0004241968626964198,0.8921403593244311,0.9538748646975163,0.0409022
38,0.00046180274788930407,0.943160074940048,0.9139466211331059,0.031389106
33,0.08965666814359764,0.8904687003395906,0.9637785697467548,0.14268225
93,0.0026540919327075556,0.8611351797356775,0.971931193315455,0.023220113
86,0.0008326156464491232,0.8512277426479874,0.9605933521394778,0.029512333
43,0.0021582361341576377,0.8612956369891457,0.9660910544147556,0.022599172
186,0.0021790204285697078,0.85168968501661,0.9543882510028555,0.02469977
145,0.018983455275439553,0.8808778782812265,0.9208141780755792,0.021850012
38,0.007069293601470731,0.8721262425650733,0.9759152297356839,0.017451787
12,0.00012302108470767993,0.9163944049770303,0.9071341521644912,0.050217763
52,0.0006823968990235307,0.8625372642298589,0.9869293975484739,0.026237365
21,0.009171169219917445,0.8951356743447247,0.9966193957434805,0.024266671
194,0.01402772466122681,0.9253569935380008,0.9494385486333039,0.018749926
197,0.0010525299708817617,0.9137410669256572,0.9817961622550542,0.033356756
102,0.006756083567916035,0.9870753351937674,0.9226615919958014,0.028805926
73,0.09714868279003493,0.8821128617153272,0.9905127477004476,0.20587498
12,0.05848955534564903,0.9266895020570523,0.9005003638991484,1.1292449
175,0.0061868020569612655,0.8793194468281048,0.902674113276402,0.031148711
178,0.0008646892233942186,0.934649093299756,0.926951518167146,0.03384977
15,0.00023922929816055788,0.8593831067791342,0.9010189760416119,0.03552164
43,0.0002199638054154944,0.8944429964445089,0.9168985665756535,0.04362049
92,0.026839951790187545,0.8891417868368934,0.9563015274584291,0.035632864
138,0.002555367926602013,0.9278197363701085,0.9901578678615299,0.024026657
161,0.005330433392326472,0.9778124124334435,0.9057894562903983,0.022520859
9,0.00343147414907421,0.9371904081696643,0.9244955618381042,0.01875057
169,0.021180206504659054,0.885169982360864,0.9383987179444334,0.02089762
131,0.042470107249831184,0.963577318717465,0.9424835763549375,0.0317341
32,0.013167411722159404,0.8686357120728828,0.9601551446264012,0.026760714
56,0.00044026706185432395,0.9881977146330705,0.9377948967040824,0.036597703
78,0.00018253962546196378,0.9330178923905095,0.9238130972863319,0.046595328
8,0.002867473549751886,0.9068310651197146,0.9930731736262824,0.03082733
47,0.005104819251991427,0.862713869812121,0.9183923954231115,0.018510371
110,0.0018730554413513812,0.8733029101541891,0.9912324156455776,0.0240884
163,0.00932429484091812,0.96846075773892,0.9820237780320529,0.022029845
133,0.001997378384471915,0.9480937768433185,0.9714635381048182,0.026240688
27,0.0014184275212099158,0.9413317996377494,0.9335246377315005,0.02151841
110,0.05243156911685462,0.8583361646038847,0.9626366568729037,0.03709978
19,0.0005471717732166598,0.9613325563796224,0.9713397334876706,0.02643233
181,0.000357137376955329,0.9355139547534689,0.9466731906941808,0.047561917
65,0.0005363973223226225,0.9149618659978548,0.9865895460138506,0.0302917
77,0.008379136190215703,0.9538029668032652,0.999570190257963,0.021825135
188,0.0835111790948396,0.8775617245785299,0.9807649430806837,0.09231418
81,0.0044615292226177555,0.873893941937433,0.9290969702526349,0.02533117
192,0.0004503877151536232,0.9221581093870377,0.964311567200331,0.045366608
199,0.03746243318096882,0.8847856077563692,0.9470897908094849,0.038335893
164,0.0013250952064074136,0.9761343252653337,0.9519466074929117,0.025391689
106,0.009820782127605789,0.9794515768896328,0.9116870420192752,0.021825625
70,0.002702124973802444,0.9006059855138349,0.9316115245416912,0.033216644
184,0.00019332410970772176,0.8659814547522792,0.9797493182125732,0.05668206
20,0.00014106973733785702,0.8857220729094837,0.9394395245368576,0.050101474
118,0.000667239354812653,0.8564806149719961,0.9243735891059499,0.03458108
50,0.027979203205871283,0.9260156981313677,0.9979153748205798,0.038040716
13,0.0012265053030284289,0.912562759422608,0.9486624922754302,0.019611912
57,0.0006436784994040878,0.9089496942155246,0.9322241733204388,0.027425835
156,0.00014518364260415075,0.9534817329355787,0.9396356933714232,0.060238447
25,0.0001283561867466973,0.8539829794495992,0.9143957473785613,0.05233368
96,0.01701942322989313,0.987283457475356,0.909460611917528,0.0670497
139,0.007430525400544148,0.9112190074335319,0.9176929565915924,0.019027501
99,0.08674981795614899,0.936215551485617,0.921858540879676,0.09132942
126,0.003021152825669203,0.9064979869331543,0.9300173117343216,0.020953625
144,0.09135196148863318,0.9720130565896268,0.960988995099681,0.110112585
167,0.01937598798039554,0.891148197090376,0.9512339609789694,0.029398672
190,0.000109034088923924,0.9103796139173549,0.9401588720658745,0.06452606
101,0.0011594053155978311,0.9348545681006839,0.9304882228520595,0.02872333
98,0.046399846442440947,0.9745671498862717,0.9454524876220802,0.111169614
141,0.006777230565584327,0.9559132187901889,0.9598647250491215,0.021507924
171,0.013849686228148228,0.9301929907952836,0.9124030794353949,0.020402977
11,0.00032983806227180045,0.9187416430316213,0.9547675212762584,0.028729187
22,0.04925166596795732,0.9310787190972666,0.9060719955991269,0.27249804
129,0.00039993085372950436,0.9813166616017512,0.9803506946068716,0.044201035
146,0.001021857069858732,0.9841205525532848,0.9618408643412028,0.027644662
14,0.00093829733342221,0.8785485939108879,0.9331307526328539,0.023420654
23,0.02530894255939749,0.8917556410054539,0.9033261241746284,0.038303763
154,0.000263098442642095,0.9691854026695507,0.950872322806368,0.045733783
58,0.004937152275575454,0.959889030056088,0.9148815308918151,0.02222327
185,0.010812736941488878,0.863528984880907,0.9879329750503143,0.030040756
